RANumb,Text,Label
ra1,"Provide our Services. To provide you the services we offer on the Quora Platform and make the Quora Platform available to the public, communicate with you about your use of the Quora Platform, respond to your inquiries, provide troubleshooting, and for other customer service purposes. This is so we can comply with our contractual obligations to you.\nPersonalization. To tailor the content and information that we or our third party content publishers or advertisers may send or display to you in the Quora Platform. We also use your information to suggest followers and content, to help others find your profile, to offer location customization, and personalized help and instructions, and to otherwise personalize your experiences while using the Quora Platform. It is in our legitimate business interests to provide you with a customized experience.\nBilling and Payment. To collect payments (for example, if you are a Quora+ subscriber) and pay our service providers and content creators. This information is collected so that we can comply with our contractual obligations to you.\nAdvertising. To display interest-based, retargeted, contextual, and behavioral advertising to you in the Quora Platform. We also may use your information, to improve our advertising and measurement systems so we can show you relevant ads and to measure the effectiveness and reach of ads and services. It is in our legitimate business interests to provide advertising. Where necessary, we will obtain your consent before engaging in this processing.\nMarketing and Promotions. For marketing and promotional purposes, such as to send you news, special offers, promotions, or to otherwise contact you about products or information we think may interest you, including information about third-party products and services. It is in our legitimate interest to provide more relevant and interesting marketing and promotions messages. Where applicable, we obtain your consent before sending such marketing communications and you can unsubscribe anytime.\nEnable Communications. To facilitate communications you send to us or to other users on the Quora Platform. We process information about who you have communicated with to better understand the use of our services. This processing is necessary to comply with our contractual obligations to you.\nAnalytics. To gather analytics and metrics to better understand how users use the Quora Platform. We also use analytics data to evaluate and improve the Quora Platform, including the Ad Services and personalization, and to develop new products and services. It is in our legitimate business interests to make informed decisions about product development.\nComply with Law. To comply with legal obligations, as part of our general business operations, and for other business administration purposes. This processing is necessary to comply with legal obligations and to serve our legitimate business interests in complying with the laws to which we are subject.\nPrevent Fraud and Misuse. To investigate, prevent, or take action regarding illegal activities, suspected fraud, situations involving potential threats to the safety of any person or violations of our Terms of Service or this Privacy Policy. This processing is necessary to comply with legal obligations and to serve our legitimate interest in preventing misuse of the Quora platform, including through illegal activities and fraud.\nUser Research. We may ask you to help us test new features or participate in surveys to help enhance your Quora experience. Your participation is voluntary, and we may use your personal information to communicate with you to seek your feedback.",Categories of Personal Information Sold
ra1,"How We Share Your Information\n\nWe share your information as outlined below, and where users have asked us to do so or otherwise consented:\n\nService Providers. We share your information with third-party service providers who use this information to perform services for us, such as payment processors, hosting providers, auditors, advisors, consultants, customer service providers, as well as service providers who assist us in providing the Ad Services. Key service providers we use include Amazon Web Services, Stripe, Zendesk, and Google.\n\nQuora Affiliates. The information collected about you may be accessed by or shared with affiliates of Quora, Inc., whose use and disclosure of your personal information is subject to this Privacy Policy.\n\nBusiness Transfers. We may disclose or transfer your information as part of any merger, sale, and transfer of our assets, acquisition or restructuring of all or part of our business, bankruptcy, or similar event.\n\nProtection of Rights and When Legally Required. We may disclose information where we are required to do so by law, where we believe it necessary to respond to claims asserted against us or, comply with legal process (e.g., subpoenas or warrants), enforce or administer our agreements and terms, for fraud prevention, risk assessment, investigation, and protect the rights, property, or safety of Quora, its users, or others.\n\nYour Content and Public Information. Your content, including your name, profile picture, profile information, and certain associated activity information is available to other users of the Quora Platform and may also be viewed publicly by non users. Public viewing includes availability to non-registered visitors and users may share your content across other sites. In addition, your content may be indexed by search engines. See the section below about Your Choices and Settings for information about how to control what information is shared or viewed by others.\n\nPlatform Engagement Information. We share with our advertisers and publishers aggregate statistics, metrics, and reports about the performance of their ads in the Quora Platform. This aggregated data may include the number of unique user views, demographics about the users who saw their ads or content, and conversion rates. Certain features allow you to share your personal information with advertisers on our platform if you choose to do so.\n\nResearch. We share aggregated or anonymized information with third parties for market research, reporting, and analytics. The information we share in this context cannot be used to identify individual users.",Categories of Personal Information Shared / Disclosed
ra1,"Retention. We keep your personal information for as long as we have a relationship with you. Once our relationship with you has come to an end, we will retain your personal information for a period of time that enables us to maintain business records for audit purposes, comply with record retention requirements under the law, and defend or bring any existing or potential legal claims.",Categories of Personal Information Collected
ra1,Access your personal information,Description of Right to Know PI Collected
ra1,Access your personal information,Description of Right to Know PI sold / shared
ra1,Rectify the personal information we hold about you,Description of Right to Correct Information
ra1,Erase your personal information,Description of Right to Delete
ra1,Restrict our use of your personal information,Description of Right to Limit use of PI
ra1,Opt out of targeted advertising,Description of Right to Opt-out of sale of PI
ra1,"If you would like to exercise your rights, please contact us at privacy@quora.com or complete this form",Methods to exercise rights
ra1,Your Content. You may edit or delete the answers that you post at any time.,Methods to exercise rights
ra1,"Collect. As we describe in more detail in the section above titled The Information We Collect, we collect personal information directly from consumers, automatically when consumers use the Quora Platform, and from other sources (such as from other users, partners, including ad partners, or our affiliated companies) and have collected the following categories of personal information in the past 12 months:\nIdentifiers, such as your name, email address, or IP address\nInternet or other similar network activity, such as browsing or search history related to your use of the Quora Platform\nPhotos or visual Information, such as your profile photo\nGeolocation data, such as approximate location data (we don’t collect precise geolocation, but can infer general location from your IP address)\nEmployment information, such as employment details you add to your profile\nEducation information, such as education details you add to your profile\nInferences drawn from other personal information\nCommercial Information, such as billing address and purchase history",Categories of Personal Information Collected
ra1,"Use. The section above titled How We Use Your Information discloses that the categories of personal information we collect are used to provide our services, for personalization, for billing and payment, to provide advertising, to promote our services to you, to enable communications with other users, to analyze how our services are used, to comply with law, and to prevent misuse of the Quora Platform.",Categories of Personal Information Collected
ra1,"Use. The section above titled How We Use Your Information discloses that the categories of personal information we collect are used to provide our services, for personalization, for billing and payment, to provide advertising, to promote our services to you, to enable communications with other users, to analyze how our services are used, to comply with law, and to prevent misuse of the Quora Platform.",Categories of Personal Information Shared / Disclosed
ra1,"Use. The section above titled How We Use Your Information discloses that the categories of personal information we collect are used to provide our services, for personalization, for billing and payment, to provide advertising, to promote our services to you, to enable communications with other users, to analyze how our services are used, to comply with law, and to prevent misuse of the Quora Platform.",Categories of Personal Information Sold
ra1,"Disclose. As we describe in more detail in the section above titled How We Share Your Information, we may disclose the following categories of personal information for business purposes with service providers, affiliates, law enforcement authorities, in the context of a merger or acquisition, as required by law, for the protection of rights, and as directed by you: (1) identifiers, (2) protected classification characteristics, (3) Internet or other similar network activity, (4) geolocation data, (5) photos or visual information, (6) employment information, (7) education information, and (8) inferences.",Categories of Personal Information Shared / Disclosed
ra1,"We Do Not Sell Your Personal Information. We do not sell your personal information to third parties, nor do we sell personal information from users under 16 years old.",Categories of Personal Information Sold
ra1,"Retention. We keep your personal information for as long as we have a relationship with you. Once our relationship with you has come to an end, we will retain your personal information for a period of time that enables us to maintain business records for audit purposes, comply with record retention requirements under the law, and defend or bring any existing or potential legal claims.",Categories of Personal Information Collected
ra1,Deletion. You have the right to request deletion of personal information that we have collected about you.,Description of Right to Delete
ra1,"Copy and Right to Know. You have the right to request a copy of the specific pieces of personal information that we have collected about you over the past 12 months. You also have a right to request a disclosure about the categories of information, sources, and purposes of collection, as well as categories of third parties we have shared it with over the past 12 months.",Description of Right to Know PI Collected
ra1,"Copy and Right to Know. You have the right to request a copy of the specific pieces of personal information that we have collected about you over the past 12 months. You also have a right to request a disclosure about the categories of information, sources, and purposes of collection, as well as categories of third parties we have shared it with over the past 12 months.",Description of Right to Know PI sold / shared
ra1,Correction. You have the right to request that we correct inaccurate personal information that we maintain about you.,Description of Right to Correct Information
ra1,Opt out of having your personal information shared for targeted advertising.,Description of Right to Opt-out of sale of PI
ra1,You can exercise this right by visiting the “Your Privacy Choices” link on our site.,Methods to exercise rights
ra1,You may exercise your CCPA rights through the online form here or by emailing us at privacy@quora.com,Methods to exercise rights
ra1,"Non-Discrimination. Quora will not discriminate against you, including by denying or providing a different level or quality of services if you choose to exercise your privacy rights.",Description of Right to Non-discrimination on exercising rights
ra1,"Privacy Policy Updates\n\nWe may occasionally update this Privacy Policy to reflect changes in our privacy practices or relevant data protection laws. We will notify you if we make any material changes and will revise the ""Last Updated"" date at the top of this Privacy Policy.",Updated Privacy Policy
